age,type_of_travel,online_boarding,checkin_service,on-board_service,baggage_handling,inflight_service,leg_room_service,cleanliness,seat_comfort,inflight_wifi_service,arrival_delay_in_minutes,departure_delay_in_minutes,satisfaction
36,Business travel,4,3,3,4,4,4,5,5,3,20,0,neutral or dissatisfied
38,Business travel,5,3,5,5,5,5,5,5,1,0,0,satisfied
42,Business travel,4,2,5,5,5,5,1,5,2,13,1,satisfied
51,Business travel,5,5,4,4,4,4,5,4,3,0,0,satisfied
33,Business travel,4,3,5,5,5,5,4,5,5,0,0,satisfied
44,Business travel,5,5,5,5,5,5,4,4,4,0,0,satisfied
32,Business travel,2,5,3,4,5,4,3,3,2,0,0,neutral or dissatisfied
44,Personal Travel,3,3,5,5,5,4,4,4,3,0,0,neutral or dissatisfied
39,Business travel,5,3,5,5,5,5,3,5,5,0,0,satisfied
44,Business travel,3,3,5,5,5,5,4,3,3,2,0,satisfied
59,Business travel,4,5,3,3,3,3,5,5,1,0,0,satisfied
40,Business travel,3,2,3,3,4,3,1,1,3,0,0,neutral or dissatisfied
28,Business travel,4,3,5,4,5,3,1,1,4,11,0,neutral or dissatisfied
26,Business travel,2,5,5,4,5,3,5,4,2,0,0,neutral or dissatisfied
44,Business travel,4,5,1,1,1,1,4,4,0,71,20,satisfied
23,Business travel,3,2,4,4,4,1,4,4,3,0,0,neutral or dissatisfied
34,Business travel,4,5,5,5,5,5,3,5,4,3,0,satisfied
54,Business travel,4,3,4,4,4,4,5,4,2,0,21,satisfied
42,Business travel,4,3,4,4,4,4,5,4,3,4,1,satisfied
14,Business travel,4,3,3,5,4,4,4,4,3,0,0,satisfied
44,Business travel,4,4,5,5,5,4,4,4,1,40,42,satisfied
36,Business travel,1,5,5,5,5,5,1,1,3,0,0,satisfied
30,Business travel,2,2,2,3,4,3,4,2,2,0,0,neutral or dissatisfied
59,Business travel,4,5,4,4,4,4,3,4,1,0,0,satisfied
26,Business travel,2,3,2,4,4,4,2,2,2,0,0,neutral or dissatisfied
44,Business travel,5,3,5,5,5,5,3,5,2,26,10,satisfied
36,Business travel,3,1,2,2,2,2,3,4,2,0,7,neutral or dissatisfied
32,Business travel,4,3,4,4,4,3,4,4,5,0,0,satisfied
19,Business travel,2,4,1,3,3,4,2,2,2,83,83,neutral or dissatisfied
49,Business travel,4,4,4,5,4,5,5,5,4,0,0,satisfied
37,Personal Travel,5,3,4,4,4,1,3,5,1,18,4,neutral or dissatisfied
55,Business travel,5,5,4,4,4,4,4,5,3,13,7,satisfied
41,Business travel,4,4,4,4,4,5,5,4,5,19,25,satisfied
23,Business travel,3,5,5,3,5,1,3,3,0,0,0,satisfied
39,Personal Travel,3,1,1,1,1,4,1,2,4,0,0,neutral or dissatisfied
28,Business travel,1,2,4,4,3,5,2,2,2,28,27,neutral or dissatisfied
23,Business travel,1,2,4,3,4,1,1,1,1,0,1,neutral or dissatisfied
43,Business travel,5,3,4,4,4,4,5,5,5,0,0,satisfied
62,Business travel,5,5,5,5,5,5,3,4,2,126,119,satisfied
25,Business travel,5,4,3,2,2,5,5,5,4,0,0,satisfied
34,Business travel,4,5,5,5,5,5,5,2,0,0,0,satisfied
56,Business travel,5,3,3,3,3,3,3,4,5,1,0,satisfied
51,Business travel,2,1,5,5,5,5,1,1,5,0,0,satisfied
50,Business travel,5,5,4,4,4,4,5,5,1,63,73,satisfied
43,Business travel,2,5,1,1,1,1,1,2,0,0,0,satisfied
36,Business travel,3,4,5,5,5,4,2,5,1,0,0,satisfied
52,Business travel,2,5,4,4,4,4,3,5,4,0,0,satisfied
51,Business travel,5,2,5,4,5,5,1,1,2,0,0,satisfied
42,Business travel,5,5,4,4,4,4,3,4,4,52,58,satisfied
26,Business travel,4,5,3,4,5,4,1,1,4,0,0,satisfied
41,Business travel,5,5,4,4,4,4,5,5,1,0,0,satisfied
40,Business travel,3,3,2,2,2,2,3,3,2,0,0,neutral or dissatisfied
36,Business travel,5,4,4,4,4,4,4,5,5,8,0,satisfied
15,Business travel,5,3,5,5,5,3,5,5,2,0,0,satisfied
45,Business travel,5,2,5,5,5,5,2,5,1,30,38,satisfied
28,Business travel,4,3,3,5,3,2,3,3,5,36,38,satisfied
18,Business travel,5,3,1,2,4,5,5,5,2,2,0,satisfied
44,Business travel,2,3,3,4,4,3,5,5,2,11,11,neutral or dissatisfied
22,Business travel,0,3,5,4,5,3,5,5,0,0,0,satisfied
24,Business travel,5,3,3,5,4,3,4,4,5,76,64,satisfied
55,Business travel,5,3,1,1,1,1,4,4,0,0,1,satisfied
59,Business travel,1,5,5,5,5,5,3,5,4,0,0,satisfied
59,Business travel,4,1,2,2,2,2,1,3,2,0,1,neutral or dissatisfied
26,Business travel,0,3,3,4,4,5,3,5,0,0,0,satisfied
56,Business travel,5,5,4,4,4,4,3,4,2,0,0,satisfied
58,Business travel,4,4,5,5,5,5,5,4,4,0,0,satisfied
54,Business travel,5,4,1,1,1,1,4,5,0,0,0,satisfied
53,Business travel,3,4,2,1,2,2,4,3,1,0,0,neutral or dissatisfied
41,Business travel,4,4,5,5,5,5,5,5,2,7,18,satisfied
44,Business travel,5,4,5,5,5,5,3,4,5,0,8,satisfied
12,Personal Travel,3,2,2,4,3,1,4,4,3,0,0,neutral or dissatisfied
22,Business travel,4,3,4,5,5,2,4,4,2,0,0,satisfied
39,Business travel,5,5,4,4,4,4,3,5,2,0,0,satisfied
12,Business travel,4,4,4,5,4,3,4,4,3,0,0,satisfied
50,Business travel,5,5,4,4,4,4,5,4,4,0,0,satisfied
45,Business travel,2,1,5,5,5,5,1,2,2,25,16,satisfied
23,Business travel,2,4,4,4,3,4,2,2,2,7,19,neutral or dissatisfied
45,Business travel,3,3,3,5,4,5,1,1,3,0,0,neutral or dissatisfied
32,Business travel,5,3,4,5,4,2,5,5,3,0,0,satisfied
51,Business travel,3,4,4,4,4,5,5,5,4,0,14,satisfied
19,Business travel,4,3,2,4,4,4,4,4,4,5,7,neutral or dissatisfied
35,Business travel,1,3,3,1,2,2,3,3,2,17,6,neutral or dissatisfied
25,Business travel,4,2,5,4,4,1,4,4,3,0,0,satisfied
22,Business travel,4,4,3,4,5,5,3,3,5,0,1,satisfied
50,Business travel,5,5,3,3,3,3,5,5,3,101,70,satisfied
59,Business travel,5,5,5,5,5,5,5,4,4,7,24,satisfied
47,Business travel,4,3,4,4,4,4,5,4,5,0,0,satisfied
35,Business travel,5,3,5,5,5,5,3,5,4,1,0,satisfied
36,Business travel,4,5,2,2,2,2,5,4,4,0,0,satisfied
39,Business travel,2,5,5,4,4,4,1,3,2,0,0,neutral or dissatisfied
41,Business travel,4,5,5,5,5,5,5,4,5,0,0,satisfied
40,Business travel,5,5,4,4,4,4,3,4,4,0,0,satisfied
38,Business travel,4,1,3,3,3,3,2,4,3,0,0,neutral or dissatisfied
46,Business travel,5,5,5,5,5,5,5,5,3,0,0,satisfied
42,Business travel,2,3,3,3,3,3,2,2,3,8,3,neutral or dissatisfied
26,Business travel,4,3,1,3,4,2,4,4,3,0,2,satisfied
25,Business travel,3,2,1,3,4,5,4,4,4,23,23,neutral or dissatisfied
39,Business travel,5,4,5,4,5,2,1,3,5,0,0,satisfied
25,Business travel,1,1,4,4,4,5,2,2,1,0,5,neutral or dissatisfied
44,Business travel,3,4,2,2,2,2,3,4,5,0,0,satisfied
37,Business travel,2,3,5,5,5,5,1,2,5,0,0,satisfied
41,Business travel,4,3,4,4,4,4,3,4,4,22,0,neutral or dissatisfied
53,Business travel,4,4,4,4,4,4,3,4,4,0,0,neutral or dissatisfied
56,Business travel,3,5,4,4,4,4,1,3,5,15,31,satisfied
57,Business travel,5,3,2,2,2,3,5,4,4,0,0,satisfied
56,Business travel,5,4,5,5,5,5,5,4,2,0,0,satisfied
25,Business travel,4,4,5,5,5,2,1,1,4,10,15,neutral or dissatisfied
52,Business travel,4,3,3,3,3,3,4,4,2,0,0,satisfied
50,Business travel,3,1,4,4,4,4,1,3,4,0,0,neutral or dissatisfied
49,Business travel,5,4,5,5,5,5,4,4,1,0,0,satisfied
69,Business travel,4,5,4,4,4,4,4,5,1,4,0,satisfied
45,Business travel,4,5,5,5,5,5,4,5,4,9,0,satisfied
60,Business travel,2,5,4,4,4,4,5,2,5,1,0,satisfied
27,Business travel,4,5,5,4,5,2,5,5,4,0,12,satisfied
33,Business travel,4,4,1,3,1,1,4,4,3,13,25,neutral or dissatisfied
37,Business travel,3,5,5,5,4,5,5,5,3,26,21,neutral or dissatisfied
40,Business travel,2,4,4,5,4,5,2,2,2,0,1,neutral or dissatisfied
24,Business travel,5,3,5,4,5,3,2,2,4,22,29,satisfied
38,Business travel,2,3,3,5,5,4,2,2,3,13,20,neutral or dissatisfied
39,Business travel,3,3,3,3,3,3,4,2,3,0,0,neutral or dissatisfied
23,Business travel,3,4,2,4,3,2,3,3,3,0,0,neutral or dissatisfied
22,Business travel,5,3,4,4,4,2,4,3,5,0,0,satisfied
34,Business travel,4,1,5,3,5,4,3,3,4,0,0,neutral or dissatisfied
41,Business travel,2,3,2,4,2,4,3,3,3,167,178,neutral or dissatisfied
50,Business travel,4,3,5,5,5,4,4,4,3,13,4,satisfied
60,Business travel,3,1,1,1,1,1,1,4,1,0,6,neutral or dissatisfied
50,Business travel,5,3,5,5,5,5,3,4,1,0,0,satisfied
41,Business travel,4,2,5,4,5,5,4,3,3,0,0,satisfied
36,Business travel,4,4,5,4,5,4,5,2,4,0,0,neutral or dissatisfied
40,Business travel,4,2,3,4,3,5,2,2,4,0,6,neutral or dissatisfied
32,Business travel,3,1,3,2,2,4,3,3,3,0,0,neutral or dissatisfied
48,Business travel,3,3,5,5,4,4,1,1,3,18,19,neutral or dissatisfied
23,Business travel,3,2,3,3,3,4,4,4,4,0,6,neutral or dissatisfied
55,Business travel,4,3,5,5,5,5,4,5,5,0,0,satisfied
56,Business travel,3,2,3,3,3,3,4,3,3,104,0,neutral or dissatisfied
44,Business travel,5,4,4,4,4,4,4,5,4,0,0,satisfied
9,Business travel,1,1,3,4,2,2,1,1,1,23,11,neutral or dissatisfied
55,Business travel,3,4,4,4,4,4,5,4,5,20,34,satisfied
40,Personal Travel,4,2,4,5,4,3,4,3,3,0,0,neutral or dissatisfied
64,Business travel,5,5,5,5,5,5,5,5,1,2,5,satisfied
30,Business travel,4,3,1,3,3,4,2,2,4,0,0,neutral or dissatisfied
41,Business travel,4,4,5,4,4,2,4,4,4,262,286,satisfied
42,Business travel,5,3,5,5,5,5,5,4,4,0,1,satisfied
55,Business travel,2,2,2,4,4,3,2,2,2,330,328,neutral or dissatisfied
73,Business travel,5,5,4,4,4,4,5,5,4,0,0,satisfied
32,Business travel,4,4,5,4,4,5,4,4,1,0,0,satisfied
39,Business travel,4,5,4,5,4,5,3,4,4,0,0,satisfied
23,Business travel,5,4,5,4,4,3,5,4,3,5,1,satisfied
45,Business travel,4,5,2,2,2,2,5,4,1,9,17,satisfied
22,Business travel,5,3,3,4,5,5,5,5,2,0,0,satisfied
32,Business travel,4,3,3,4,4,2,2,2,3,0,0,neutral or dissatisfied
37,Business travel,5,3,3,5,5,3,3,3,5,0,0,satisfied
52,Business travel,4,3,4,4,4,4,5,5,1,0,0,satisfied
9,Personal Travel,5,5,5,4,5,5,3,3,5,3,6,satisfied
25,Business travel,1,3,4,1,2,3,1,1,1,0,0,neutral or dissatisfied
23,Business travel,5,5,5,4,4,4,5,5,1,0,0,satisfied
49,Business travel,5,2,5,5,5,5,5,3,0,20,25,satisfied
30,Business travel,1,2,4,3,4,1,3,3,1,0,0,neutral or dissatisfied
57,Business travel,4,3,5,5,5,5,3,5,5,0,0,satisfied
55,Business travel,5,4,4,4,4,4,3,4,3,0,0,satisfied
45,Business travel,5,4,5,5,5,5,5,5,5,3,10,satisfied
31,Business travel,5,3,5,1,3,4,5,4,3,0,0,satisfied
42,Personal Travel,5,5,2,2,2,1,4,5,1,0,0,neutral or dissatisfied
37,Business travel,5,5,5,5,5,5,3,5,5,0,0,satisfied
28,Business travel,4,2,3,5,3,5,4,4,2,0,0,satisfied
46,Business travel,4,3,4,4,4,4,4,4,3,3,5,satisfied
29,Business travel,4,2,3,2,3,4,4,4,3,0,0,satisfied
30,Business travel,5,5,4,4,4,4,4,4,2,32,56,satisfied
51,Business travel,1,1,5,1,2,2,1,1,1,141,168,neutral or dissatisfied
22,Business travel,5,2,1,1,5,5,5,5,5,0,0,satisfied
53,Business travel,4,4,2,4,5,4,4,4,1,168,172,satisfied
55,Business travel,2,4,1,1,1,1,4,3,1,27,0,neutral or dissatisfied
46,Business travel,3,2,3,3,3,3,4,3,3,0,0,neutral or dissatisfied
68,Business travel,4,5,5,5,5,5,4,4,2,1,4,satisfied
22,Business travel,5,4,3,5,4,3,5,5,1,0,0,satisfied
46,Business travel,4,3,3,3,3,4,4,5,3,0,0,satisfied
35,Business travel,3,3,3,4,4,4,2,2,3,8,11,neutral or dissatisfied
10,Business travel,4,5,3,5,4,5,5,5,3,0,16,satisfied
22,Business travel,2,1,4,4,3,3,5,5,2,22,29,neutral or dissatisfied
40,Business travel,5,5,5,5,5,5,5,4,4,1,6,satisfied
28,Business travel,5,3,5,5,5,2,4,4,4,1,1,satisfied
44,Business travel,3,3,5,5,5,5,3,2,4,0,0,satisfied
35,Business travel,5,3,3,4,3,4,4,5,0,0,0,satisfied
43,Business travel,4,5,3,3,3,4,5,4,5,0,2,satisfied
35,Business travel,4,4,3,4,3,4,5,4,1,5,3,satisfied
43,Business travel,5,3,5,5,5,4,4,4,5,0,0,satisfied
36,Business travel,4,5,4,4,4,4,1,1,1,75,35,satisfied
35,Business travel,4,5,5,4,5,3,1,1,3,0,0,neutral or dissatisfied
25,Business travel,0,4,3,4,4,3,4,5,0,1,13,satisfied
39,Business travel,5,5,3,3,3,3,4,5,5,104,101,satisfied
53,Business travel,4,4,5,5,5,5,5,5,1,1,1,satisfied
20,Business travel,5,5,3,5,3,3,5,5,1,32,30,satisfied
40,Business travel,5,3,4,4,4,4,4,4,5,14,5,satisfied
23,Business travel,5,5,3,3,4,2,5,5,3,0,9,satisfied
36,Business travel,4,1,4,4,4,4,1,4,2,0,0,satisfied
49,Business travel,4,3,5,5,5,5,3,5,3,2,0,satisfied
43,Business travel,3,4,4,3,4,5,5,5,3,0,0,neutral or dissatisfied
36,Business travel,3,3,3,3,3,3,1,3,3,40,29,neutral or dissatisfied
51,Business travel,4,3,2,2,2,2,5,5,1,0,0,satisfied
40,Business travel,3,4,3,1,3,3,4,4,1,8,11,neutral or dissatisfied
37,Business travel,4,4,5,4,5,5,3,5,5,0,0,satisfied
77,Business travel,1,3,4,4,4,4,4,5,4,0,0,satisfied
55,Business travel,4,3,5,5,5,5,5,5,2,15,1,satisfied
51,Personal Travel,3,2,3,3,3,2,4,4,2,0,0,neutral or dissatisfied
41,Business travel,4,5,4,4,4,4,4,5,4,0,0,satisfied
21,Business travel,2,3,3,3,3,4,2,2,1,0,0,neutral or dissatisfied
60,Business travel,5,4,4,4,4,5,5,5,1,0,0,satisfied
64,Business travel,4,4,3,3,3,3,4,3,3,0,0,neutral or dissatisfied
51,Business travel,4,5,5,5,5,5,5,4,3,1,12,satisfied
47,Business travel,4,2,1,1,1,1,1,4,1,0,0,neutral or dissatisfied
39,Business travel,5,4,1,1,1,1,3,5,0,0,0,satisfied
47,Business travel,5,5,4,4,4,4,1,3,2,0,0,satisfied
41,Business travel,4,4,4,4,4,5,5,5,1,0,0,satisfied
58,Personal Travel,4,1,4,3,4,4,1,3,4,0,3,satisfied
37,Personal Travel,5,3,4,4,4,4,4,4,4,0,0,neutral or dissatisfied
42,Business travel,2,4,2,2,2,2,2,2,2,0,0,neutral or dissatisfied
75,Business travel,3,4,1,1,1,1,2,2,1,81,76,neutral or dissatisfied
64,Business travel,4,4,2,2,2,2,3,4,2,0,0,neutral or dissatisfied
46,Business travel,5,4,3,3,3,3,4,5,2,0,0,satisfied
39,Business travel,4,5,2,5,2,2,5,4,0,19,0,satisfied
56,Business travel,4,5,4,4,4,4,5,4,2,0,0,satisfied
57,Business travel,4,4,5,5,5,5,5,5,4,0,0,satisfied
43,Business travel,5,3,4,4,4,4,4,4,4,0,0,satisfied
55,Business travel,5,3,3,3,3,4,3,4,4,4,0,satisfied
41,Business travel,5,3,2,2,2,2,4,5,4,0,0,satisfied
52,Business travel,5,5,2,2,2,2,4,5,2,0,0,satisfied
46,Business travel,5,4,3,3,3,3,4,4,4,0,0,satisfied
29,Business travel,2,3,3,4,3,2,2,2,2,12,0,neutral or dissatisfied
42,Business travel,2,1,3,3,3,3,3,3,3,0,0,neutral or dissatisfied
23,Business travel,3,2,4,3,3,4,4,2,3,0,0,neutral or dissatisfied
33,Personal Travel,4,4,1,1,1,2,4,5,2,2,0,neutral or dissatisfied
52,Business travel,3,2,3,3,3,3,3,3,3,0,0,neutral or dissatisfied
59,Business travel,5,4,5,5,5,5,5,4,4,0,0,satisfied
28,Business travel,5,5,4,3,3,1,5,5,4,0,0,satisfied
36,Business travel,4,3,3,4,3,3,4,3,4,87,93,neutral or dissatisfied
19,Business travel,4,4,3,4,3,4,4,4,5,142,161,satisfied
35,Business travel,4,5,5,5,5,5,3,5,2,46,42,satisfied
39,Business travel,2,3,2,1,2,2,1,2,1,17,27,neutral or dissatisfied
26,Business travel,0,5,3,5,4,3,4,4,0,0,0,satisfied
8,Business travel,4,5,3,5,1,3,4,4,3,2,0,satisfied
46,Business travel,5,3,5,5,5,5,3,4,2,19,4,satisfied
41,Business travel,2,3,4,4,4,4,1,2,2,52,38,satisfied
26,Business travel,3,4,5,4,5,5,3,3,3,0,0,neutral or dissatisfied
46,Business travel,4,5,4,4,4,4,3,4,5,0,0,satisfied
58,Business travel,4,4,4,4,4,4,5,4,3,11,17,satisfied
39,Business travel,5,4,5,5,5,5,4,5,2,3,0,satisfied
60,Business travel,5,5,5,4,5,5,4,4,5,8,11,satisfied
38,Business travel,3,1,4,4,4,4,4,3,4,21,0,neutral or dissatisfied
54,Business travel,3,1,4,4,4,4,4,4,2,0,0,satisfied
50,Personal Travel,4,4,1,1,1,3,2,4,3,77,89,neutral or dissatisfied
44,Business travel,4,4,2,2,2,2,4,5,0,0,0,satisfied
55,Business travel,5,1,3,3,3,4,4,5,5,1,4,satisfied
60,Business travel,4,5,3,3,3,3,4,5,2,20,34,satisfied
54,Business travel,5,5,4,4,4,4,3,4,1,5,0,satisfied
51,Business travel,4,3,4,4,4,4,3,4,2,0,0,satisfied
40,Business travel,5,4,4,4,4,4,5,4,3,0,0,satisfied
47,Business travel,5,4,5,5,5,5,4,5,1,0,0,satisfied
40,Business travel,5,3,4,4,4,4,5,4,5,0,5,satisfied
16,Business travel,2,1,3,3,3,2,2,2,2,38,34,neutral or dissatisfied
59,Business travel,4,5,4,4,4,4,3,2,3,44,8,satisfied
55,Business travel,3,1,2,2,2,2,3,4,2,0,0,neutral or dissatisfied
33,Personal Travel,2,2,2,3,3,2,3,3,2,0,0,neutral or dissatisfied
25,Business travel,4,5,3,4,4,4,3,3,5,24,35,satisfied
72,Business travel,3,3,3,3,3,3,1,4,3,5,3,neutral or dissatisfied
26,Business travel,4,3,4,5,5,5,5,5,4,0,0,neutral or dissatisfied
35,Business travel,1,5,4,4,4,4,2,3,2,0,0,satisfied
22,Business travel,5,1,1,2,4,4,5,5,3,0,0,satisfied
57,Business travel,3,3,3,3,3,3,5,2,3,4,0,satisfied
25,Business travel,2,5,4,4,4,2,5,3,2,1,2,neutral or dissatisfied
15,Personal Travel,2,3,4,5,5,3,2,2,2,32,11,neutral or dissatisfied
47,Business travel,4,1,4,4,4,4,1,1,2,0,0,satisfied
47,Business travel,5,5,4,4,4,5,4,4,2,53,65,satisfied
48,Personal Travel,5,4,3,3,3,3,5,5,3,38,0,neutral or dissatisfied
49,Business travel,4,5,4,4,4,4,4,4,4,0,0,satisfied
28,Business travel,3,5,4,4,4,3,4,4,3,0,0,neutral or dissatisfied
45,Business travel,4,5,4,4,4,4,3,5,1,8,12,satisfied
40,Business travel,5,4,4,4,4,4,5,5,2,5,24,satisfied
20,Business travel,5,3,4,4,5,2,3,3,5,0,0,satisfied
58,Business travel,4,5,4,4,4,4,3,4,2,37,49,satisfied
42,Business travel,2,3,3,3,3,3,1,3,3,5,0,neutral or dissatisfied
41,Business travel,5,3,5,5,5,5,4,4,4,0,0,satisfied
54,Business travel,4,5,4,4,4,4,3,4,4,0,0,satisfied
40,Business travel,4,5,5,5,5,4,4,4,4,0,2,satisfied
28,Business travel,3,4,3,3,3,5,3,3,3,0,3,neutral or dissatisfied
38,Business travel,4,4,3,3,3,3,4,4,1,21,7,satisfied
47,Business travel,5,4,4,4,4,4,5,4,4,0,0,satisfied
12,Personal Travel,1,1,3,4,3,5,4,3,1,0,0,neutral or dissatisfied
47,Business travel,4,5,5,5,5,5,3,5,1,50,40,satisfied
39,Business travel,4,5,5,5,5,5,3,4,2,0,9,satisfied
39,Business travel,3,3,3,5,5,4,3,3,5,123,144,satisfied
27,Business travel,5,3,5,4,5,4,5,5,5,0,0,satisfied
11,Business travel,5,4,4,5,4,3,5,5,5,16,4,satisfied
66,Business travel,4,4,4,4,4,5,4,5,4,0,0,satisfied
18,Business travel,5,1,3,4,5,2,5,5,3,0,8,satisfied
38,Business travel,2,4,3,4,4,3,1,1,2,0,0,neutral or dissatisfied
26,Business travel,4,4,5,3,5,3,1,1,4,10,3,satisfied
35,Business travel,5,4,4,4,4,4,3,4,4,0,0,satisfied
55,Business travel,3,3,5,4,5,5,3,3,4,7,7,satisfied
25,Business travel,3,3,3,3,5,4,3,3,2,0,0,satisfied
27,Business travel,4,4,4,5,5,4,4,4,4,0,0,satisfied
48,Business travel,4,3,4,4,4,4,3,4,4,76,78,satisfied
36,Business travel,4,4,4,4,4,4,5,5,4,0,0,satisfied
21,Business travel,2,4,4,4,3,5,5,5,2,106,94,neutral or dissatisfied
40,Business travel,4,4,5,1,3,2,3,3,4,0,0,satisfied
25,Business travel,4,4,4,5,4,3,4,4,4,9,7,neutral or dissatisfied
32,Business travel,5,5,5,4,4,5,4,4,1,1,12,satisfied
45,Business travel,3,4,3,5,5,2,5,5,3,0,0,neutral or dissatisfied
40,Business travel,5,5,3,5,3,4,5,5,5,141,145,satisfied
31,Business travel,5,3,5,4,4,3,5,5,2,0,7,satisfied
39,Business travel,3,4,1,3,3,2,3,3,3,0,0,neutral or dissatisfied
30,Business travel,5,5,2,4,3,4,5,5,4,0,7,neutral or dissatisfied
65,Business travel,3,1,3,3,3,3,3,3,3,0,0,neutral or dissatisfied
34,Business travel,4,4,4,4,4,4,5,4,1,47,40,satisfied
23,Business travel,4,1,5,4,3,5,4,4,3,3,0,satisfied
17,Business travel,3,4,4,4,3,3,3,4,4,0,0,neutral or dissatisfied
27,Business travel,2,3,4,3,3,5,2,2,2,48,64,neutral or dissatisfied
48,Business travel,4,1,2,2,2,2,2,4,2,16,0,neutral or dissatisfied
28,Business travel,5,3,3,5,4,3,4,4,5,0,0,satisfied
42,Business travel,2,4,1,1,1,1,1,2,1,23,32,neutral or dissatisfied
50,Business travel,5,3,5,5,5,5,4,5,1,2,0,satisfied
51,Business travel,4,4,3,2,1,3,4,4,4,17,0,neutral or dissatisfied
59,Business travel,4,4,4,4,4,4,4,4,3,0,20,satisfied
12,Business travel,3,4,4,4,4,1,2,2,2,0,0,neutral or dissatisfied
56,Business travel,5,3,4,4,4,4,5,4,5,0,0,satisfied
45,Business travel,5,3,5,5,5,5,5,4,1,0,0,satisfied
43,Business travel,4,3,4,4,4,4,5,5,1,0,0,satisfied
25,Business travel,1,1,5,5,4,4,1,1,3,203,209,neutral or dissatisfied
31,Business travel,1,4,2,3,4,2,1,1,1,14,0,neutral or dissatisfied
25,Business travel,5,5,4,2,2,3,5,5,5,13,8,satisfied
42,Business travel,2,3,3,5,5,5,4,4,2,0,0,neutral or dissatisfied
27,Business travel,3,1,3,3,4,1,3,3,3,20,23,neutral or dissatisfied
54,Business travel,5,3,4,4,4,4,5,5,4,0,0,satisfied
30,Business travel,3,1,4,3,3,1,4,4,3,16,0,neutral or dissatisfied
54,Business travel,5,1,5,5,5,5,1,2,1,0,0,satisfied
46,Business travel,4,4,5,5,5,5,4,5,4,0,14,satisfied
59,Business travel,3,3,1,1,1,1,4,4,1,0,8,neutral or dissatisfied
35,Business travel,5,4,4,4,4,4,3,5,1,0,3,satisfied
21,Personal Travel,3,4,5,3,5,3,1,1,3,20,18,neutral or dissatisfied
41,Business travel,4,5,4,5,4,4,4,5,1,0,1,satisfied
28,Business travel,2,3,1,3,3,4,2,2,2,14,6,neutral or dissatisfied
47,Business travel,4,3,5,5,5,4,5,4,5,4,8,satisfied
33,Business travel,4,4,3,5,4,3,4,4,5,0,16,satisfied
41,Business travel,4,4,4,5,4,3,4,4,3,124,145,satisfied
39,Business travel,4,3,5,5,5,5,4,5,1,0,0,satisfied
50,Business travel,4,5,3,3,3,4,3,4,4,0,0,satisfied
34,Business travel,2,5,4,5,5,2,2,1,2,4,0,neutral or dissatisfied
39,Business travel,3,4,4,4,4,4,2,3,4,46,7,neutral or dissatisfied
43,Business travel,4,3,5,5,5,5,4,4,4,4,0,satisfied
32,Business travel,4,3,3,5,5,3,4,4,3,7,6,satisfied
48,Business travel,3,3,3,5,4,3,4,4,3,0,2,neutral or dissatisfied
17,Business travel,5,3,5,4,2,5,5,5,2,7,15,satisfied
70,Business travel,4,4,5,4,5,5,5,5,4,0,8,satisfied
42,Business travel,4,3,2,2,2,2,4,4,3,0,2,satisfied
37,Business travel,2,1,1,5,1,1,1,2,5,0,0,neutral or dissatisfied
46,Business travel,5,4,5,5,5,5,4,4,3,83,121,satisfied
43,Business travel,5,3,5,5,5,5,3,4,3,2,25,satisfied
36,Business travel,5,3,4,4,4,4,4,4,1,103,110,satisfied
60,Business travel,5,4,4,4,4,4,4,4,1,0,0,satisfied
52,Business travel,5,3,4,4,4,4,5,4,4,0,0,satisfied
26,Business travel,4,4,3,5,5,5,4,4,3,193,205,neutral or dissatisfied
33,Business travel,1,2,2,3,4,3,1,2,2,0,0,neutral or dissatisfied
36,Business travel,3,3,4,5,4,5,3,3,3,25,33,neutral or dissatisfied
49,Business travel,5,3,4,4,4,4,5,4,5,0,0,satisfied
17,Business travel,5,3,5,4,4,4,5,5,4,23,0,satisfied
34,Business travel,4,5,3,3,3,4,4,4,1,0,0,satisfied
39,Business travel,4,1,3,3,3,3,3,4,3,33,13,neutral or dissatisfied
49,Business travel,4,4,3,3,3,3,3,3,3,24,31,neutral or dissatisfied
21,Business travel,2,1,4,3,3,1,2,2,2,0,0,neutral or dissatisfied
53,Business travel,5,3,5,5,5,5,3,4,1,0,18,satisfied
47,Business travel,3,3,2,2,2,3,2,2,2,57,34,neutral or dissatisfied
25,Business travel,2,1,1,4,3,1,2,2,2,0,15,neutral or dissatisfied
54,Business travel,5,4,5,5,5,5,4,4,5,10,15,satisfied
48,Business travel,3,3,5,5,5,4,2,3,5,0,0,neutral or dissatisfied
50,Business travel,4,3,5,5,5,4,5,4,3,26,0,satisfied
37,Business travel,4,5,5,5,5,5,3,4,3,3,14,satisfied
46,Business travel,2,5,4,5,4,4,4,1,3,4,8,satisfied
44,Business travel,5,4,4,4,4,4,4,4,3,15,38,satisfied
37,Business travel,5,4,5,5,5,5,3,4,4,44,44,satisfied
49,Business travel,4,5,4,4,4,4,3,5,5,7,15,satisfied
35,Business travel,5,4,3,3,3,3,3,5,2,0,0,satisfied
54,Business travel,4,4,5,5,5,5,5,5,1,0,0,satisfied
35,Business travel,5,4,4,4,4,4,4,4,3,0,0,satisfied
28,Business travel,2,4,3,4,4,1,2,2,2,0,0,neutral or dissatisfied
27,Business travel,5,5,5,1,2,4,5,5,3,29,38,satisfied
